Product Name,Category,Cost Price,Stock Level,Restock Date,Warehouse/Store ID
Product_26923,Groceries,604.94,110,2024-08-24,2
Product_26924,Furniture,1870.32,386,2024-04-14,9
Product_26925,Clothing,1278.69,41,2024-10-20,15
Product_26926,Sports,1901.4,346,2024-03-11,18
Product_26927,Furniture,2809.94,278,2024-09-18,14
Product_26928,Groceries,3192.5,102,2024-03-24,15
Product_26929,Furniture,1575.58,315,2024-05-14,6
Product_26930,Furniture,3387.57,119,2024-09-21,9
Product_26931,Electronics,3437.42,301,2024-01-24,22
Product_26932,Clothing,4965.74,405,2024-01-01,12
Product_26933,Electronics,2431.38,384,2024-12-23,1
Product_26934,Clothing,1677.29,317,2024-12-01,3
Product_26935,Furniture,4296.38,266,2024-04-23,5
Product_26936,Clothing,882.53,438,2024-09-25,19
Product_26937,Groceries,2261.93,451,2024-06-20,15
Product_26938,Electronics,3151.38,315,2024-10-31,15
Product_26939,Furniture,755.3,330,2024-11-05,11
Product_26940,Groceries,320.24,439,2024-10-31,7
Product_26941,Clothing,2015.93,317,2024-04-10,7
Product_26942,Clothing,1781.97,245,2024-07-17,8
Product_26943,Groceries,3737.68,400,2024-04-27,18
Product_26944,Clothing,2689.05,447,2024-12-17,15
Product_26945,Electronics,162.34,372,2024-07-14,12
Product_26946,Sports,4599.65,17,2024-06-08,10
Product_26947,Clothing,4311.19,357,2024-12-26,5
Product_26948,Furniture,420.0,180,2024-07-29,8
Product_26949,Clothing,1311.77,473,2024-06-30,11
Product_26950,Furniture,3137.95,387,2024-05-09,14
Product_26951,Clothing,943.12,337,2024-01-14,1
Product_26952,Clothing,4870.42,430,2024-02-12,22
Product_26953,Furniture,2132.49,190,2024-03-15,7
Product_26954,Electronics,3537.59,434,2024-05-08,1
Product_26955,Sports,2580.53,394,2024-12-29,13
Product_26956,Sports,1576.16,99,2024-03-24,19
Product_26957,Electronics,3499.81,393,2024-05-06,9
Product_26958,Clothing,2403.13,264,2024-10-09,11
Product_26959,Sports,3197.21,286,2024-05-29,18
Product_26960,Electronics,1995.75,218,2024-10-24,9
Product_26961,Electronics,4986.89,6,2024-01-31,9
Product_26962,Sports,1072.69,210,2024-01-18,14
Product_26963,Furniture,956.39,299,2024-02-14,23
Product_26964,Groceries,96.71,287,2024-05-07,8
Product_26965,Furniture,4359.17,305,2024-08-05,22
Product_26966,Clothing,827.78,400,2024-08-08,4
Product_26967,Furniture,1270.76,481,2024-09-04,5
Product_26968,Groceries,1071.47,414,2024-02-06,14
Product_26969,Groceries,4897.23,286,2024-06-08,23
Product_26970,Electronics,4272.61,82,2024-07-12,12
Product_26971,Clothing,3758.04,356,2024-10-22,9
Product_26972,Electronics,1971.15,189,2024-12-28,1
Product_26973,Furniture,83.46,131,2024-08-22,22
Product_26974,Furniture,4840.87,56,2024-11-04,21
Product_26975,Sports,1056.39,349,2024-09-10,19
Product_26976,Electronics,375.53,225,2024-02-24,18
Product_26977,Electronics,1932.41,10,2024-12-15,14
Product_26978,Electronics,1429.59,20,2024-09-04,22
Product_26979,Electronics,4723.11,149,2024-09-23,14
Product_26980,Groceries,185.01,27,2024-07-17,12
Product_26981,Sports,4895.28,158,2024-04-07,16
Product_26982,Clothing,2954.25,441,2024-09-23,4
Product_26983,Clothing,1534.14,55,2024-08-13,5
Product_26984,Clothing,4347.2,416,2024-01-10,21
Product_26985,Groceries,2114.6,303,2024-02-19,6
Product_26986,Sports,2686.31,275,2024-04-27,20
Product_26987,Sports,756.3,1,2024-01-12,11
Product_26988,Groceries,4407.57,314,2024-09-15,5
Product_26989,Electronics,4397.53,322,2024-09-08,23
Product_26990,Furniture,3770.71,476,2024-05-12,3
Product_26991,Electronics,3643.72,73,2024-11-05,18
Product_26992,Clothing,1041.17,333,2024-07-03,16
Product_26993,Electronics,2241.26,312,2024-05-11,19
Product_26994,Groceries,504.96,71,2024-07-10,5
Product_26995,Clothing,2977.87,484,2024-09-14,5
Product_26996,Furniture,1095.16,486,2024-12-24,22
Product_26997,Clothing,1527.72,62,2024-12-25,4
Product_26998,Electronics,4087.4,449,2024-02-03,22
Product_26999,Sports,4926.32,269,2024-09-12,14
Product_27000,Sports,1929.85,105,2024-12-30,21
Product_27001,Sports,3981.98,498,2024-07-12,21
Product_27002,Clothing,703.39,201,2024-12-12,8
Product_27003,Sports,2667.96,25,2024-11-20,1
Product_27004,Groceries,2778.54,359,2024-04-01,23
Product_27005,Furniture,4446.67,62,2024-12-22,20
Product_27006,Sports,1244.9,103,2024-09-11,8
Product_27007,Groceries,367.83,282,2024-06-11,16
Product_27008,Groceries,1781.89,212,2024-02-23,4
Product_27009,Clothing,3743.72,285,2024-08-12,13
Product_27010,Clothing,277.68,205,2024-12-18,9
Product_27011,Furniture,773.23,260,2024-12-12,5
Product_27012,Furniture,274.61,142,2024-03-05,23
Product_27013,Electronics,2507.43,311,2024-06-06,14
Product_27014,Furniture,4133.7,445,2024-12-16,2
Product_27015,Clothing,1369.18,57,2024-03-10,11
Product_27016,Groceries,205.59,439,2024-09-07,9
Product_27017,Electronics,923.6,139,2024-06-23,18
Product_27018,Furniture,464.52,138,2024-10-03,13
Product_27019,Groceries,2789.63,12,2024-12-06,5
Product_27020,Clothing,2525.67,331,2024-09-28,17
Product_27021,Sports,1263.01,146,2024-07-14,12
Product_27022,Electronics,4219.17,361,2024-10-17,19
Product_27023,Groceries,2083.63,226,2024-08-02,8
Product_27024,Clothing,4846.93,435,2024-12-29,18
Product_27025,Clothing,1204.06,45,2024-12-07,18
Product_27026,Electronics,3131.61,314,2024-05-03,6
Product_27027,Electronics,3987.77,112,2024-12-26,24
Product_27028,Furniture,985.96,497,2024-10-29,3
Product_27029,Furniture,3976.64,101,2024-08-30,3
Product_27030,Electronics,4427.23,94,2024-07-03,4
Product_27031,Electronics,3355.23,234,2024-08-17,19
Product_27032,Groceries,4484.85,283,2024-04-09,11
Product_27033,Furniture,1992.72,454,2024-04-24,9
Product_27034,Clothing,2038.71,399,2024-10-16,9
Product_27035,Furniture,141.24,368,2024-11-14,18
Product_27036,Furniture,4004.96,1,2024-03-17,9
Product_27037,Electronics,213.93,126,2024-04-25,10
Product_27038,Electronics,1356.2,159,2024-05-19,21
Product_27039,Furniture,3120.18,133,2024-03-16,8
Product_27040,Sports,3058.05,496,2024-09-20,2
Product_27041,Sports,2428.35,253,2024-04-14,17
Product_27042,Furniture,3107.42,86,2024-10-22,2
Product_27043,Sports,1645.14,349,2024-04-23,5
Product_27044,Furniture,1058.31,141,2024-01-29,7
Product_27045,Electronics,1500.24,440,2024-10-28,14
Product_27046,Electronics,1275.41,271,2024-03-30,3
Product_27047,Electronics,2174.18,316,2024-03-12,7
Product_27048,Clothing,3803.44,12,2024-02-24,1
Product_27049,Electronics,1659.64,452,2024-08-01,15
Product_27050,Electronics,1811.19,497,2024-09-09,24
Product_27051,Furniture,3502.31,367,2024-04-15,18
Product_27052,Sports,4570.69,329,2024-04-10,21
Product_27053,Sports,1338.5,93,2024-08-31,24
Product_27054,Electronics,3691.46,187,2024-08-28,20
Product_27055,Electronics,3137.92,490,2024-04-10,13
Product_27056,Electronics,2630.19,14,2024-12-28,7
Product_27057,Furniture,144.49,178,2024-02-09,1
Product_27058,Furniture,1934.68,360,2024-11-05,19
Product_27059,Furniture,1066.62,223,2024-01-19,11
Product_27060,Sports,743.91,69,2024-03-19,15
Product_27061,Clothing,1413.75,374,2024-09-25,7
Product_27062,Sports,3282.61,275,2024-10-22,20
Product_27063,Furniture,2715.36,68,2024-09-29,13
Product_27064,Groceries,2212.88,54,2024-02-29,10
Product_27065,Clothing,768.07,447,2024-12-29,20
Product_27066,Electronics,3902.52,362,2024-02-28,3
Product_27067,Sports,2431.55,7,2024-03-19,8
Product_27068,Clothing,3243.76,374,2024-01-30,18
Product_27069,Groceries,232.22,329,2024-10-21,3
Product_27070,Clothing,4466.86,28,2024-08-18,12
Product_27071,Sports,2614.11,463,2024-01-05,13
Product_27072,Furniture,1779.74,178,2024-11-20,7
Product_27073,Electronics,4143.24,390,2024-04-02,8
Product_27074,Furniture,4068.14,489,2024-08-13,8
Product_27075,Furniture,1139.22,209,2024-01-20,18
Product_27076,Sports,1886.94,158,2024-12-20,4
Product_27077,Furniture,3047.54,348,2024-04-15,10
Product_27078,Furniture,4993.01,484,2024-12-03,24
Product_27079,Sports,3942.92,257,2024-07-23,16
Product_27080,Sports,296.99,339,2024-01-17,21
Product_27081,Groceries,3694.36,359,2024-03-24,18
Product_27082,Furniture,2478.79,198,2024-04-20,4
Product_27083,Clothing,140.61,109,2024-08-25,14
Product_27084,Electronics,2291.56,369,2024-11-03,4
Product_27085,Electronics,1670.59,25,2024-04-16,22
Product_27086,Sports,566.67,438,2024-10-09,9
Product_27087,Sports,2689.52,49,2024-07-13,19
Product_27088,Groceries,4711.36,484,2024-05-21,4
Product_27089,Furniture,4379.67,13,2024-08-30,6
Product_27090,Sports,2824.43,436,2024-04-22,9
Product_27091,Sports,1072.89,149,2024-07-20,11
Product_27092,Electronics,617.47,361,2024-07-18,24
Product_27093,Furniture,3434.79,303,2024-01-27,15
Product_27094,Groceries,1990.15,113,2024-11-11,9
Product_27095,Sports,2633.41,270,2024-07-21,19
Product_27096,Sports,3898.55,296,2024-08-07,11
Product_27097,Sports,3032.93,403,2024-01-31,20
Product_27098,Electronics,429.79,345,2024-08-18,8
Product_27099,Sports,4930.88,175,2024-01-28,15
Product_27100,Sports,762.47,105,2024-03-29,8
Product_27101,Electronics,4901.44,148,2024-08-05,13
Product_27102,Sports,2563.07,414,2024-11-03,6
Product_27103,Furniture,4202.37,173,2024-12-19,9
Product_27104,Furniture,663.62,32,2024-06-18,17
Product_27105,Electronics,4313.52,295,2024-04-21,12
Product_27106,Furniture,690.61,68,2024-07-10,23
Product_27107,Groceries,4455.89,108,2024-09-23,8
Product_27108,Sports,2241.15,221,2024-12-19,20
Product_27109,Groceries,4313.99,416,2024-04-13,16
Product_27110,Furniture,1414.73,443,2024-01-05,21
Product_27111,Electronics,3555.66,22,2024-05-23,5
Product_27112,Electronics,3881.46,404,2024-09-26,4
Product_27113,Groceries,2524.35,422,2024-09-25,15
Product_27114,Furniture,4331.22,286,2024-11-06,21
Product_27115,Sports,3430.35,122,2024-10-08,4
Product_27116,Furniture,1607.06,349,2024-02-12,6
Product_27117,Furniture,4651.2,198,2024-03-11,12
Product_27118,Electronics,1732.59,19,2024-07-21,10
Product_27119,Clothing,3668.39,448,2024-11-16,9
Product_27120,Sports,3478.58,271,2024-05-13,2
Product_27121,Sports,703.58,164,2024-10-08,15
Product_27122,Electronics,2168.67,151,2024-09-28,15
Product_27123,Furniture,2892.62,428,2024-04-18,18
Product_27124,Electronics,972.06,161,2024-06-19,19
Product_27125,Furniture,542.07,339,2024-12-17,8
Product_27126,Clothing,2753.81,466,2024-01-24,12
Product_27127,Clothing,808.59,372,2024-01-16,6
Product_27128,Groceries,3950.96,263,2024-08-03,2
Product_27129,Furniture,4284.1,74,2024-08-29,18
Product_27130,Electronics,514.08,479,2024-10-12,23
Product_27131,Electronics,3530.08,322,2024-10-01,23
Product_27132,Electronics,3674.52,313,2024-12-02,9
Product_27133,Groceries,377.81,50,2024-06-12,14
Product_27134,Sports,3001.78,231,2024-05-08,1
Product_27135,Electronics,3127.65,423,2024-10-09,13
Product_27136,Clothing,2584.42,402,2024-08-02,14
Product_27137,Electronics,3464.92,446,2024-01-17,1
Product_27138,Electronics,1272.4,217,2024-02-25,15
Product_27139,Electronics,1343.48,179,2024-07-10,18
Product_27140,Sports,4622.98,131,2024-10-26,16
Product_27141,Electronics,3411.7,483,2024-08-06,23
Product_27142,Sports,2015.11,344,2024-12-18,14
Product_27143,Sports,3374.66,288,2024-08-31,5
Product_27144,Groceries,3753.77,461,2024-09-27,14
Product_27145,Clothing,1545.92,454,2024-12-11,10
Product_27146,Electronics,2622.41,25,2024-08-31,20
Product_27147,Electronics,617.79,271,2024-03-17,3
Product_27148,Electronics,3026.04,50,2024-08-13,22
Product_27149,Sports,3455.32,248,2024-06-12,10
Product_27150,Furniture,3728.78,395,2024-01-03,24
Product_27151,Clothing,4804.42,350,2024-08-21,2
Product_27152,Electronics,875.53,87,2024-08-11,7
Product_27153,Furniture,393.73,122,2024-09-01,1
Product_27154,Furniture,4715.36,391,2024-05-13,24
Product_27155,Furniture,3260.63,100,2024-07-06,10
Product_27156,Clothing,2837.46,11,2024-12-20,13
Product_27157,Furniture,2145.21,163,2024-06-17,12
Product_27158,Electronics,2231.96,205,2024-07-20,11
Product_27159,Electronics,1520.03,210,2024-12-04,20
Product_27160,Groceries,3142.03,235,2024-03-03,21
Product_27161,Sports,126.25,201,2024-10-09,10
Product_27162,Furniture,2743.39,79,2024-01-02,13
Product_27163,Sports,337.57,494,2024-04-24,22
Product_27164,Sports,3633.74,458,2024-11-23,4
Product_27165,Sports,4812.61,234,2024-08-09,19
Product_27166,Sports,966.74,253,2024-04-04,4
Product_27167,Sports,1408.41,431,2024-01-20,22
Product_27168,Electronics,2716.45,32,2024-11-29,3
Product_27169,Clothing,2474.89,356,2024-03-01,20
Product_27170,Furniture,4090.53,7,2024-06-03,10
Product_27171,Furniture,672.09,26,2024-02-23,8
Product_27172,Electronics,2788.24,29,2024-06-09,13
Product_27173,Electronics,4614.92,11,2024-03-19,1
Product_27174,Sports,3351.94,475,2024-09-01,13
Product_27175,Clothing,1380.85,12,2024-04-24,24
Product_27176,Furniture,359.99,328,2024-08-08,1
Product_27177,Groceries,2124.29,362,2024-03-03,13
Product_27178,Electronics,2361.56,88,2024-07-23,4
Product_27179,Groceries,708.55,24,2024-04-28,23
Product_27180,Furniture,2427.01,427,2024-02-14,14
Product_27181,Electronics,3399.79,79,2024-02-17,21
Product_27182,Furniture,2403.87,73,2024-12-10,15
Product_27183,Electronics,1171.91,472,2024-10-19,14
Product_27184,Furniture,4794.1,389,2024-04-14,22
Product_27185,Groceries,619.06,295,2024-02-28,13
Product_27186,Clothing,3061.48,442,2024-04-05,12
Product_27187,Electronics,3659.87,30,2024-10-04,21
Product_27188,Groceries,1385.96,384,2024-04-19,16
Product_27189,Furniture,1928.74,141,2024-10-12,18
Product_27190,Groceries,2209.55,115,2024-04-14,4
Product_27191,Electronics,3252.58,333,2024-02-12,4
Product_27192,Groceries,2585.94,333,2024-08-18,10
Product_27193,Furniture,996.58,496,2024-03-26,13
Product_27194,Sports,4468.04,302,2024-01-06,15
Product_27195,Clothing,1853.77,351,2024-12-14,20
Product_27196,Clothing,1943.87,372,2024-12-18,23
Product_27197,Sports,4009.32,182,2024-05-02,5
Product_27198,Electronics,2700.53,472,2024-01-22,9
Product_27199,Groceries,1195.35,399,2024-06-01,13
Product_27200,Groceries,4576.95,179,2024-07-23,14
Product_27201,Sports,4035.65,249,2024-01-24,12
Product_27202,Sports,3019.72,496,2024-01-10,4
Product_27203,Furniture,2584.87,201,2024-12-25,2
Product_27204,Furniture,3393.08,308,2024-04-20,22
Product_27205,Clothing,1836.23,239,2024-09-02,22
Product_27206,Electronics,3485.79,175,2024-06-27,13
Product_27207,Electronics,239.56,141,2024-12-10,16
Product_27208,Sports,2028.89,345,2024-05-24,4
Product_27209,Clothing,3106.3,40,2024-05-22,5
Product_27210,Clothing,3125.89,479,2024-04-26,5
Product_27211,Furniture,403.3,48,2024-08-08,3
Product_27212,Groceries,3612.14,232,2024-05-04,21
Product_27213,Electronics,469.52,178,2024-04-25,22
Product_27214,Clothing,3717.12,395,2024-02-05,1
Product_27215,Furniture,4564.38,264,2024-06-03,11
Product_27216,Furniture,4877.87,209,2024-07-25,16
Product_27217,Furniture,3037.49,193,2024-12-20,19
Product_27218,Groceries,3584.64,132,2024-10-20,20
Product_27219,Clothing,1207.43,449,2024-03-23,15
Product_27220,Sports,1903.81,213,2024-02-11,22
Product_27221,Sports,110.46,129,2024-01-02,20
Product_27222,Furniture,3999.88,321,2024-05-24,15
Product_27223,Furniture,3463.38,114,2024-10-19,23
Product_27224,Groceries,1326.93,216,2024-02-16,24
Product_27225,Furniture,2476.01,20,2024-01-03,11
Product_27226,Clothing,3655.61,155,2024-04-23,12
Product_27227,Furniture,3349.37,442,2024-02-01,10
Product_27228,Furniture,1637.07,428,2024-07-29,8
Product_27229,Clothing,1880.24,203,2024-03-07,22
Product_27230,Electronics,813.44,179,2024-06-06,1
Product_27231,Sports,731.26,172,2024-09-30,17
Product_27232,Furniture,2054.1,413,2024-11-11,10
Product_27233,Clothing,2424.31,460,2024-08-07,13
Product_27234,Sports,4755.95,216,2024-10-31,15
Product_27235,Groceries,2551.87,195,2024-04-09,15
Product_27236,Electronics,989.31,142,2024-03-08,24
Product_27237,Furniture,887.71,415,2024-12-17,20
Product_27238,Electronics,1759.03,384,2024-12-01,6
Product_27239,Furniture,4598.09,312,2024-08-20,23
Product_27240,Furniture,3979.58,347,2024-04-22,2
Product_27241,Furniture,2494.46,181,2024-03-24,19
Product_27242,Electronics,4781.13,277,2024-03-11,24
Product_27243,Groceries,1116.65,286,2024-12-28,15
Product_27244,Clothing,2200.98,94,2024-08-21,5
Product_27245,Clothing,55.09,263,2024-12-20,24
Product_27246,Groceries,4340.05,223,2024-09-18,11
Product_27247,Groceries,831.28,475,2024-11-04,12
Product_27248,Furniture,4790.61,332,2024-06-30,19
Product_27249,Furniture,2560.57,446,2024-09-28,1
Product_27250,Clothing,4970.06,482,2024-04-13,16
Product_27251,Furniture,2729.5,398,2024-09-07,13
Product_27252,Furniture,2304.44,204,2024-07-13,14
Product_27253,Groceries,2387.16,383,2024-02-04,9
Product_27254,Electronics,4187.07,476,2024-12-14,15
Product_27255,Sports,1843.67,174,2024-04-24,8
Product_27256,Sports,4273.98,55,2024-02-04,21
Product_27257,Furniture,4437.47,107,2024-12-13,3
Product_27258,Furniture,1479.79,123,2024-03-17,16
Product_27259,Sports,4637.83,349,2024-02-25,9
Product_27260,Groceries,993.57,368,2024-07-14,5
Product_27261,Sports,4141.44,63,2024-08-11,23
Product_27262,Sports,885.19,151,2024-11-11,10
Product_27263,Sports,3602.7,142,2024-12-05,9
Product_27264,Furniture,4879.31,231,2024-04-20,8
Product_27265,Furniture,426.82,414,2024-04-28,1
Product_27266,Sports,1021.91,344,2024-11-23,5
Product_27267,Furniture,1797.64,191,2024-08-09,10
Product_27268,Sports,1832.62,295,2024-03-11,4
Product_27269,Groceries,951.64,123,2024-09-25,21
Product_27270,Furniture,2509.54,466,2024-12-05,20
Product_27271,Electronics,3964.09,38,2024-04-21,18
Product_27272,Furniture,4023.08,311,2024-11-01,1
Product_27273,Groceries,2357.73,264,2024-07-19,6
Product_27274,Groceries,1601.89,1,2024-02-09,23
Product_27275,Furniture,1246.27,302,2024-10-20,19
Product_27276,Clothing,3591.82,201,2024-12-03,12
Product_27277,Sports,471.96,315,2024-11-20,4
Product_27278,Sports,2749.24,13,2024-08-25,13
Product_27279,Groceries,2730.23,63,2024-01-27,17
Product_27280,Furniture,608.23,493,2024-05-17,7
Product_27281,Clothing,2382.54,302,2024-05-24,7
Product_27282,Electronics,1286.28,1,2024-11-05,4
Product_27283,Sports,874.35,482,2024-05-22,24
Product_27284,Clothing,456.11,432,2024-09-07,13
Product_27285,Sports,1006.99,394,2024-11-19,14
Product_27286,Furniture,3242.28,405,2024-02-27,22
Product_27287,Sports,3660.22,264,2024-04-23,8
Product_27288,Electronics,1181.3,48,2024-12-19,3
Product_27289,Furniture,2890.1,300,2024-06-19,11
Product_27290,Groceries,1889.4,114,2024-09-07,23
Product_27291,Clothing,2730.82,169,2024-11-23,12
Product_27292,Sports,1268.68,254,2024-07-12,17
Product_27293,Furniture,277.4,43,2024-02-23,10
Product_27294,Furniture,1667.9,319,2024-03-28,2
Product_27295,Sports,845.37,61,2024-03-01,2
Product_27296,Groceries,3684.63,453,2024-12-03,21
Product_27297,Sports,3665.41,204,2024-04-21,7
Product_27298,Groceries,409.98,127,2024-07-19,20
Product_27299,Sports,2013.82,352,2024-05-07,10
Product_27300,Furniture,509.67,290,2024-05-26,12
Product_27301,Electronics,3588.46,178,2024-03-17,17
Product_27302,Electronics,140.82,241,2024-04-26,20
Product_27303,Furniture,2218.21,260,2024-11-29,15
Product_27304,Electronics,804.5,311,2024-11-03,3
Product_27305,Groceries,3341.1,482,2024-03-20,3
Product_27306,Furniture,1109.1,165,2024-12-22,18
Product_27307,Groceries,2063.0,419,2024-11-16,19
Product_27308,Furniture,75.09,391,2024-03-31,24
Product_27309,Groceries,4945.13,83,2024-07-11,3
Product_27310,Groceries,3782.76,17,2024-03-23,9
Product_27311,Electronics,863.8,457,2024-04-02,15
Product_27312,Furniture,2246.57,49,2024-09-25,19
Product_27313,Sports,2516.32,235,2024-03-23,23
Product_27314,Electronics,1168.58,219,2024-08-22,24
Product_27315,Groceries,470.55,59,2024-03-25,2
Product_27316,Groceries,2868.87,321,2024-01-23,18
Product_27317,Sports,4183.82,408,2024-01-26,2
Product_27318,Sports,2880.47,64,2024-09-09,23
Product_27319,Groceries,3172.32,177,2024-08-08,5
Product_27320,Sports,2974.25,90,2024-04-22,17
Product_27321,Clothing,2309.42,70,2024-01-08,4
Product_27322,Electronics,779.12,225,2024-06-04,14
Product_27323,Furniture,1051.72,356,2024-03-02,12
Product_27324,Sports,1672.4,186,2024-04-20,23
Product_27325,Sports,1505.85,425,2024-08-04,7
Product_27326,Clothing,2631.9,329,2024-12-25,23
Product_27327,Furniture,2133.02,99,2024-11-12,5
Product_27328,Clothing,3202.57,372,2024-01-18,4
Product_27329,Furniture,4209.64,290,2024-04-10,23
Product_27330,Electronics,293.1,101,2024-06-09,2
Product_27331,Sports,2338.91,201,2024-03-07,4
Product_27332,Electronics,1117.45,188,2024-03-01,13
Product_27333,Furniture,4555.62,271,2024-02-21,2
Product_27334,Sports,2745.03,83,2024-06-22,8
Product_27335,Clothing,4426.72,56,2024-03-03,7
Product_27336,Groceries,3368.12,225,2024-07-31,18
Product_27337,Clothing,719.56,308,2024-01-10,6
Product_27338,Groceries,4241.56,184,2024-11-27,21
Product_27339,Clothing,1621.36,393,2024-03-12,15
Product_27340,Furniture,3730.61,456,2024-07-08,11
Product_27341,Electronics,2566.91,302,2024-10-24,10
Product_27342,Groceries,3664.48,343,2024-01-10,18
Product_27343,Furniture,2661.42,388,2024-12-27,23
Product_27344,Electronics,4643.36,101,2024-10-25,10
Product_27345,Electronics,2575.11,196,2024-05-14,16
Product_27346,Sports,350.49,108,2024-03-30,14
Product_27347,Sports,2288.54,491,2024-12-09,10
Product_27348,Sports,4838.93,76,2024-03-24,23
Product_27349,Groceries,3958.52,369,2024-05-20,3
Product_27350,Groceries,3176.15,429,2024-01-26,12
Product_27351,Electronics,798.94,133,2024-09-04,9
Product_27352,Groceries,956.63,91,2024-07-25,20
Product_27353,Electronics,3625.64,100,2024-08-17,13
Product_27354,Furniture,3666.77,245,2024-05-21,4
Product_27355,Clothing,1898.09,316,2024-10-10,2
Product_27356,Electronics,4972.86,388,2024-12-02,13
Product_27357,Electronics,3472.73,385,2024-06-07,9
Product_27358,Furniture,4477.74,176,2024-06-23,2
Product_27359,Sports,279.26,411,2024-06-04,11
Product_27360,Sports,3136.7,60,2024-10-28,21
Product_27361,Sports,3760.19,82,2024-03-20,10
Product_27362,Electronics,3996.87,427,2024-10-02,8
Product_27363,Electronics,3378.39,387,2024-01-27,23
Product_27364,Groceries,3049.33,56,2024-08-23,17
Product_27365,Groceries,3743.32,411,2024-01-16,21
Product_27366,Clothing,240.72,89,2024-10-01,17
Product_27367,Clothing,3769.12,341,2024-03-19,9
Product_27368,Groceries,1681.53,307,2024-06-28,17
Product_27369,Electronics,3817.1,277,2024-12-13,6
Product_27370,Furniture,3896.54,433,2024-07-15,23
Product_27371,Groceries,1419.09,81,2024-06-10,9
Product_27372,Electronics,3590.13,101,2024-10-03,1
Product_27373,Groceries,1678.21,9,2024-09-09,22
Product_27374,Sports,3637.57,308,2024-03-18,6
Product_27375,Groceries,989.83,291,2024-03-14,9
Product_27376,Sports,434.48,317,2024-09-18,24
Product_27377,Electronics,2961.77,125,2024-11-04,23
Product_27378,Sports,1005.73,8,2024-07-12,17
Product_27379,Groceries,4478.5,21,2024-01-25,12
Product_27380,Sports,833.55,213,2024-03-04,9
Product_27381,Furniture,3054.92,409,2024-12-19,24
Product_27382,Sports,3501.12,321,2024-10-13,12
Product_27383,Sports,62.54,439,2024-01-03,20
Product_27384,Clothing,4354.09,366,2024-04-29,13
Product_27385,Furniture,3647.18,242,2024-08-12,18
Product_27386,Electronics,3859.12,389,2024-09-18,22
Product_27387,Sports,328.74,13,2024-06-22,2
Product_27388,Furniture,1792.86,152,2024-03-06,19
Product_27389,Electronics,3229.39,431,2024-11-21,16
Product_27390,Furniture,1183.15,217,2024-07-04,1
Product_27391,Clothing,4168.25,496,2024-09-08,21
Product_27392,Electronics,2071.02,380,2024-07-11,14
Product_27393,Electronics,4015.38,122,2024-10-07,14
Product_27394,Sports,4386.9,338,2024-12-10,22
Product_27395,Groceries,2403.71,39,2024-10-16,11
Product_27396,Electronics,1174.57,289,2024-03-31,10
Product_27397,Electronics,1936.47,5,2024-06-12,17
Product_27398,Clothing,2522.04,1,2024-02-06,19
Product_27399,Clothing,2303.7,375,2024-10-14,7
Product_27400,Clothing,73.13,339,2024-08-05,17
Product_27401,Sports,468.22,388,2024-03-01,21
Product_27402,Electronics,2308.49,240,2024-02-19,13
Product_27403,Clothing,2212.52,90,2024-07-23,9
Product_27404,Clothing,4455.71,14,2024-08-28,16
Product_27405,Furniture,1419.64,355,2024-10-31,22
Product_27406,Furniture,4888.01,264,2024-02-25,8
Product_27407,Clothing,4863.98,345,2024-06-13,18
Product_27408,Sports,982.79,134,2024-02-28,2
Product_27409,Groceries,171.12,152,2024-06-02,7
Product_27410,Furniture,1029.07,36,2024-12-09,11
Product_27411,Furniture,2126.35,155,2024-04-23,18
Product_27412,Electronics,1868.76,172,2024-08-21,10
Product_27413,Electronics,2394.26,128,2024-08-07,18
Product_27414,Clothing,3474.58,451,2024-02-14,8
Product_27415,Electronics,2614.44,293,2024-09-27,11
Product_27416,Electronics,1756.65,484,2024-01-17,14
Product_27417,Groceries,3394.73,45,2024-06-20,12
Product_27418,Sports,1704.25,91,2024-08-18,9
Product_27419,Clothing,1795.66,10,2024-04-26,24
Product_27420,Groceries,1749.0,279,2024-01-27,12
Product_27421,Clothing,1554.84,240,2024-10-17,15
Product_27422,Sports,3517.52,224,2024-09-25,14
Product_27423,Clothing,916.16,489,2024-04-07,18
Product_27424,Electronics,3883.04,9,2024-04-17,7
Product_27425,Sports,4616.72,332,2024-08-29,9
Product_27426,Groceries,1417.59,1,2024-06-17,6
Product_27427,Groceries,3535.19,243,2024-05-17,12
Product_27428,Furniture,3039.7,161,2024-05-08,10
Product_27429,Groceries,1532.67,499,2024-09-22,19
Product_27430,Furniture,1220.01,456,2024-07-15,24
Product_27431,Electronics,4722.1,256,2024-12-24,5
Product_27432,Groceries,3500.7,369,2024-06-11,6
Product_27433,Sports,3241.06,162,2024-07-12,23
Product_27434,Furniture,4984.87,195,2024-02-11,22
Product_27435,Groceries,1799.12,55,2024-09-22,9
Product_27436,Electronics,1182.44,376,2024-10-13,14
Product_27437,Sports,1682.38,282,2024-03-19,4
Product_27438,Sports,892.23,92,2024-01-09,14
Product_27439,Electronics,4628.64,257,2024-12-04,21
Product_27440,Groceries,3499.62,258,2024-05-25,23
Product_27441,Clothing,3044.5,309,2024-05-01,17
Product_27442,Groceries,4042.48,17,2024-12-27,2
Product_27443,Furniture,2603.43,466,2024-09-12,9
Product_27444,Furniture,994.29,265,2024-02-29,5
Product_27445,Groceries,813.55,86,2024-06-06,17
Product_27446,Furniture,2637.01,362,2024-06-16,2
Product_27447,Clothing,4037.05,175,2024-11-09,19
